 ['c_000000000699', 'polyA_site_00006_+_readcount_7', 'ORF_000009', '+', 'no'],
 ['c_000000000658', 'polyA_site_04660_-_readcount_1', 'ORF_002792', '-', 'no'],
 ['c_000000000658', 'polyA_site_04661_-_readcount_4', 'ORF_002792', '-', 'no'],
 ['c_000000000658', 'polyA_site_04662_-_readcount_26', 'ORF_002793', '-', 'no'],
 ['c_000000000658', 'polyA_site_04663_-_readcount_4', 'ORF_002795', '-', 'no'],
 ['c_000000000658', 'polyA_site_04665_-_readcount_43', 'ORF_002799', '-', 'no'],
 ['c_000000000658', 'polyA_site_04666_-_readcount_4', 'ORF_002800', '-', 'no'],
 ['c_000000000658', 'polyA_site_04667_-_readcount_5', 'ORF_002805', '-', 'no'],
 ['c_000000000658', 'polyA_site_04668_-_readcount_3', 'ORF_002805', '-', 'no'],
 ['c_000000000658', 'polyA_site_04669_-_readcount_6', 'ORF_002810', '-', 'no'],
 ['c_000000000658', 'polyA_site_04670_-_readcount_24', 'ORF_002815', '-', 'no'],
 ['c_000000000658', 'polyA_site_04671_-_readcount_1', 'ORF_002816', '-', 'no'],
 ['c_000000000658', 'polyA_site_04672_-_readcount_2', 'ORF_002818', '-', 'no'],
 ['c_000000000658', 'polyA_site_04673_-_readcount_90', 'ORF_002818', '-', 'no'],
 ['c_000000000658', 'polyA_site_04674_-_readcount_1', 'ORF_002818', '-', 'no'],
 ['c_000000000658', 'polyA_site_04675_-_readcount_3', 'ORF_002822', '-', 'no'],
 ['c_000000000658', 'polyA_site_04676_-_readcount_1', 'ORF_002824', '-', 'no'],
 ['c_000000000658', 'polyA_site_04677_-_readcount_1', 'ORF_002825', '-', 'no'],
 ['c_000000000658', 'polyA_site_04678_-_readcount_3', 'ORF_002826-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04680_-_readcount_5', 'ORF_002829', '-', 'no'],
 ['c_000000000658', 'polyA_site_04681_-_readcount_3', 'ORF_002830', '-', 'no'],
 ['c_000000000658', 'polyA_site_04682_-_readcount_1', 'ORF_002831', '-', 'no'],
 ['c_000000000658', 'polyA_site_04683_-_readcount_2', 'ORF_002834', '-', 'no'],
 ['c_000000000658', 'polyA_site_04684_-_readcount_2', 'ORF_002835', '-', 'no'],
 ['c_000000000658', 'polyA_site_04685_-_readcount_4', 'ORF_002836', '-', 'no'],
 ['c_000000000658', 'polyA_site_04686_-_readcount_55', 'ORF_002838', '-', 'no'],
 ['c_000000000658', 'polyA_site_04687_-_readcount_3', 'ORF_002838', '-', 'no'],
 ['c_000000000658', 'polyA_site_04688_-_readcount_21', 'ORF_002840-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04689_-_readcount_70', 'ORF_002842', '-', 'no'],
 ['c_000000000658', 'polyA_site_04690_-_readcount_1', 'ORF_002842', '-', 'no'],
 ['c_000000000658', 'polyA_site_04691_-_readcount_1', 'ORF_002846', '-', 'no'],
 ['c_000000000658', 'polyA_site_04692_-_readcount_1', 'ORF_002848-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04693_-_readcount_4', 'ORF_002850', '-', 'no'],
 ['c_000000000658', 'polyA_site_04694_-_readcount_5', 'ORF_002856', '-', 'no'],
 ['c_000000000658', 'polyA_site_04695_-_readcount_1', 'ORF_002857', '-', 'no'],
 ['c_000000000658', 'polyA_site_04696_-_readcount_2', 'ORF_002857', '-', 'no'],
 ['c_000000000658', 'polyA_site_04697_-_readcount_2', 'ORF_002858', '-', 'no'],
 ['c_000000000658', 'polyA_site_04698_-_readcount_1', 'ORF_002858', '-', 'no'],
 ['c_000000000658', 'polyA_site_04699_-_readcount_2', 'ORF_002862', '-', 'no'],
 ['c_000000000658', 'polyA_site_04700_-_readcount_11', 'ORF_002865', '-', 'no'],
 ['c_000000000658', 'polyA_site_04701_-_readcount_77', 'ORF_002869', '-', 'no'],
 ['c_000000000658', 'polyA_site_04702_-_readcount_2', 'ORF_002869', '-', 'no'],
 ['c_000000000658', 'polyA_site_04703_-_readcount_1', 'ORF_002873', '-', 'no'],
 ['c_000000000658', 'polyA_site_04705_-_readcount_1', 'ORF_002875', '-', 'no'],
 ['c_000000000658', 'polyA_site_04706_-_readcount_6', 'FUN_006104', '-', 'no'],
 ['c_000000000658', 'polyA_site_04707_-_readcount_21', 'ORF_002878', '-', 'no'],
 ['c_000000000658', 'polyA_site_04708_-_readcount_2', 'ORF_002880', '-', 'no'],
 ['c_000000000658', 'polyA_site_04709_-_readcount_11', 'ORF_002881', '-', 'no'],
 ['c_000000000658', 'polyA_site_04710_-_readcount_62', 'ORF_002884', '-', 'no'],
 ['c_000000000658', 'polyA_site_04711_-_readcount_5', 'ORF_002886', '-', 'no'],
 ['c_000000000658', 'polyA_site_04712_-_readcount_51', 'ORF_002889', '-', 'no'],
 ['c_000000000658', 'polyA_site_04713_-_readcount_1', 'ORF_002889', '-', 'no'],
 ['c_000000000658', 'polyA_site_04714_-_readcount_7', 'ORF_002890', '-', 'no'],
 ['c_000000000658', 'polyA_site_04715_-_readcount_32', 'ORF_002891', '-', 'no'],
 ['c_000000000658', 'polyA_site_04717_-_readcount_67', 'ORF_002897', '-', 'no'],
 ['c_000000000658', 'polyA_site_04718_-_readcount_1', 'ORF_002898', '-', 'no'],
 ['c_000000000658', 'polyA_site_04719_-_readcount_11', 'ORF_002899', '-', 'no'],
 ['c_000000000658', 'polyA_site_04720_-_readcount_66', 'FUN_006127', '-', 'no'],
 ['c_000000000658', 'polyA_site_04721_-_readcount_2', 'ORF_002901', '-', 'no'],
 ['c_000000000658', 'polyA_site_04722_-_readcount_9', 'ORF_002902', '-', 'no'],
 ['c_000000000658', 'polyA_site_04723_-_readcount_1', 'ORF_002902', '-', 'no'],
 ['c_000000000658', 'polyA_site_04724_-_readcount_37', 'ORF_002903', '-', 'no'],
 ['c_000000000658', 'polyA_site_04725_-_readcount_1', 'ORF_002904', '-', 'no'],
 ['c_000000000658', 'polyA_site_04726_-_readcount_1', 'ORF_002912-a', '-', 'no'],
 ['c_000000000658', 'polyA_site_04727_-_readcount_502', 'ORF_002912-a', '-', 'no'],
 ['c_000000000658', 'polyA_site_04728_-_readcount_7', 'ORF_002912-a', '-', 'no'],
 ['c_000000000658', 'polyA_site_04729_-_readcount_1', 'ORF_002913', '-', 'no'],
 ['c_000000000658', 'polyA_site_04730_-_readcount_1', 'ORF_002920-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04731_-_readcount_3', 'ORF_002920-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04732_-_readcount_2', 'ORF_002920-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04733_-_readcount_1', 'ORF_002922', '-', 'no'],
 ['c_000000000658', 'polyA_site_04734_-_readcount_2', 'ORF_002924', '-', 'no'],
 ['c_000000000658', 'polyA_site_04735_-_readcount_8', 'ORF_002927', '-', 'no'],
 ['c_000000000658', 'polyA_site_04736_-_readcount_1', 'ORF_002927', '-', 'no'],
 ['c_000000000658', 'polyA_site_04737_-_readcount_87', 'ORF_002926', '-', 'no'],
 ['c_000000000658', 'polyA_site_04738_-_readcount_2', 'ORF_002926', '-', 'no'],
 ['c_000000000658', 'polyA_site_04739_-_readcount_5', 'ORF_002928', '-', 'no'],
 ['c_000000000658', 'polyA_site_04740_-_readcount_1', 'ORF_002933', '-', 'no'],
 ['c_000000000658', 'polyA_site_04741_-_readcount_3', 'ORF_002935', '-', 'no'],
 ['c_000000000658', 'polyA_site_04742_-_readcount_79', 'ORF_002936', '-', 'no'],
 ['c_000000000658', 'polyA_site_04743_-_readcount_6', 'ORF_002941', '-', 'no'],
 ['c_000000000658', 'polyA_site_04744_-_readcount_3', 'ORF_002945', '-', 'no'],
 ['c_000000000658', 'polyA_site_04745_-_readcount_8', 'ORF_002946', '-', 'no'],
 ['c_000000000658', 'polyA_site_04746_-_readcount_4', 'ORF_002950', '-', 'no'],
 ['c_000000000658', 'polyA_site_04747_-_readcount_60', 'ORF_002949', '-', 'no'],
 ['c_000000000658', 'polyA_site_04748_-_readcount_3', 'ORF_002951', '-', 'no'],
 ['c_000000000658', 'polyA_site_04749_-_readcount_2', 'ORF_002953', '-', 'no'],
 ['c_000000000658', 'polyA_site_04750_-_readcount_12', 'ORF_002954', '-', 'no'],
 ['c_000000000658', 'polyA_site_04751_-_readcount_1', 'ORF_002956', '-', 'no'],
 ['c_000000000658', 'polyA_site_04752_-_readcount_12', 'ORF_002956', '-', 'no'],
 ['c_000000000658', 'polyA_site_04753_-_readcount_10', 'ORF_002959', '-', 'no'],
 ['c_000000000658', 'polyA_site_04754_-_readcount_2', 'ORF_002960', '-', 'no'],
 ['c_000000000658', 'polyA_site_04755_-_readcount_3', 'ORF_002964', '-', 'no'],
 ['c_000000000658', 'polyA_site_04756_-_readcount_25', 'ORF_002967', '-', 'no'],
 ['c_000000000658', 'polyA_site_04757_-_readcount_3', 'ORF_002969-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04758_-_readcount_3', 'ORF_002972', '-', 'no'],
 ['c_000000000658', 'polyA_site_04759_-_readcount_2', 'ORF_002973', '-', 'no'],
 ['c_000000000658', 'polyA_site_04760_-_readcount_1', 'ORF_002977', '-', 'no'],
 ['c_000000000658', 'polyA_site_04761_-_readcount_20', 'ORF_002977', '-', 'no'],
 ['c_000000000658', 'polyA_site_04762_-_readcount_5', 'ORF_002982', '-', 'no'],
 ['c_000000000658', 'polyA_site_04763_-_readcount_1', 'ORF_002985', '-', 'no'],
 ['c_000000000658', 'polyA_site_04764_-_readcount_4', 'ORF_002985', '-', 'no'],
 ['c_000000000658', 'polyA_site_04765_-_readcount_245', 'ORF_002987', '-', 'no'],
 ['c_000000000658', 'polyA_site_04766_-_readcount_3', 'ORF_002987', '-', 'no'],
 ['c_000000000658', 'polyA_site_04767_-_readcount_12', 'ORF_002987', '-', 'no'],
 ['c_000000000658', 'polyA_site_04768_-_readcount_3', 'ORF_002988', '-', 'no'],
 ['c_000000000658', 'polyA_site_04769_-_readcount_4', 'ORF_002990', '-', 'no'],
 ['c_000000000658', 'polyA_site_04770_-_readcount_2', 'ORF_002993', '-', 'no'],
 ['c_000000000658', 'polyA_site_04771_-_readcount_2', 'ORF_002994', '-', 'no'],
 ['c_000000000658', 'polyA_site_04772_-_readcount_47', 'ORF_002995-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04773_-_readcount_1', 'ORF_002996', '-', 'no'],
 ['c_000000000658', 'polyA_site_04774_-_readcount_3', 'ORF_002997', '-', 'no'],
 ['c_000000000658', 'polyA_site_04775_-_readcount_8', 'ORF_003000', '-', 'no'],
 ['c_000000000658', 'polyA_site_04776_-_readcount_56', 'ORF_003004', '-', 'no'],
 ['c_000000000658', 'polyA_site_04777_-_readcount_1', 'ORF_003008', '-', 'no'],
 ['c_000000000658', 'polyA_site_04778_-_readcount_5', 'ORF_003008', '-', 'no'],
 ['c_000000000658', 'polyA_site_04779_-_readcount_3', 'ORF_003009', '-', 'no'],
 ['c_000000000658', 'polyA_site_04780_-_readcount_1', 'FUN_006251', '-', 'no'],
 ['c_000000000658', 'polyA_site_04781_-_readcount_1', 'ORF_003020', '-', 'no'],
 ['c_000000000658', 'polyA_site_04782_-_readcount_3', 'FUN_006254', '-', 'no'],
 ['c_000000000658', 'polyA_site_04783_-_readcount_73', 'ORF_003024', '-', 'no'],
 ['c_000000000658', 'polyA_site_04784_-_readcount_1', 'ORF_003024', '-', 'no'],
 ['c_000000000658', 'polyA_site_04785_-_readcount_2', 'ORF_003026', '-', 'no'],
 ['c_000000000658', 'polyA_site_04786_-_readcount_12', 'ORF_003027', '-', 'no'],
 ['c_000000000658', 'polyA_site_04787_-_readcount_6', 'FUN_006269', '-', 'no'],
 ['c_000000000658', 'polyA_site_04788_-_readcount_2', 'ORF_003031', '-', 'no'],
 ['c_000000000658', 'polyA_site_04789_-_readcount_1', 'ORF_003032', '-', 'no'],
 ['c_000000000658', 'polyA_site_04790_-_readcount_2', 'ORF_003035', '-', 'no'],
 ['c_000000000658', 'polyA_site_04791_-_readcount_5', 'ORF_003036', '-', 'no'],
 ['c_000000000658', 'polyA_site_04792_-_readcount_63', 'ORF_003043', '-', 'no'],
 ['c_000000000658', 'polyA_site_04793_-_readcount_1', 'ORF_003045', '-', 'no'],
 ['c_000000000658', 'polyA_site_04794_-_readcount_1', 'ORF_003053', '-', 'no'],
 ['c_000000000658', 'polyA_site_04795_-_readcount_24', 'ORF_003053', '-', 'no'],
 ['c_000000000658', 'polyA_site_04796_-_readcount_2', 'ORF_003056', '-', 'no'],
 ['c_000000000658', 'polyA_site_04797_-_readcount_1', 'ORF_003056', '-', 'no'],
 ['c_000000000658', 'polyA_site_04798_-_readcount_7', 'ORF_003057', '-', 'no'],
 ['c_000000000658', 'polyA_site_04799_-_readcount_43', 'ORF_003058', '-', 'no'],
 ['c_000000000658', 'polyA_site_04800_-_readcount_8', 'ORF_003058', '-', 'no'],
 ['c_000000000658', 'polyA_site_04801_-_readcount_1', 'ORF_003059-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04802_-_readcount_2', 'ORF_003060', '-', 'no'],
 ['c_000000000658', 'polyA_site_04803_-_readcount_1', 'ORF_003061', '-', 'no'],
 ['c_000000000658', 'polyA_site_04804_-_readcount_3', 'ORF_003064', '-', 'no'],
 ['c_000000000658', 'polyA_site_04805_-_readcount_3', 'ORF_003066', '-', 'no'],
 ['c_000000000658', 'polyA_site_04806_-_readcount_1', 'ORF_003067', '-', 'no'],
 ['c_000000000658', 'polyA_site_04807_-_readcount_2', 'ORF_003069', '-', 'no'],
 ['c_000000000658', 'polyA_site_04808_-_readcount_3', 'ORF_003072', '-', 'no'],
 ['c_000000000658', 'polyA_site_04809_-_readcount_17', 'ORF_003075', '-', 'no'],
 ['c_000000000658', 'polyA_site_04810_-_readcount_61', 'ORF_003077', '-', 'no'],
 ['c_000000000658', 'polyA_site_04811_-_readcount_1', 'ORF_003077', '-', 'no'],
 ['c_000000000658', 'polyA_site_04812_-_readcount_3', 'ORF_003079', '-', 'no'],
 ['c_000000000658', 'polyA_site_04813_-_readcount_1', 'ORF_003087', '-', 'no'],
 ['c_000000000658', 'polyA_site_04814_-_readcount_5', 'ORF_003091', '-', 'no'],
 ['c_000000000658', 'polyA_site_04815_-_readcount_5', 'ORF_003092', '-', 'no'],
 ['c_000000000658', 'polyA_site_04817_-_readcount_8', 'ORF_003093', '-', 'no'],
 ['c_000000000658', 'polyA_site_04818_-_readcount_2', 'ORF_003094', '-', 'no'],
 ['c_000000000658', 'polyA_site_04819_-_readcount_21', 'ORF_003098', '-', 'no'],
 ['c_000000000658', 'polyA_site_04820_-_readcount_1', 'ORF_003099', '-', 'no'],
 ['c_000000000658', 'polyA_site_04821_-_readcount_1', 'ORF_003099', '-', 'no'],
 ['c_000000000658', 'polyA_site_04822_-_readcount_4', 'ORF_003106', '-', 'no'],
 ['c_000000000658', 'polyA_site_04823_-_readcount_1', 'ORF_003107-b', '-', 'no'],
 ['c_000000000658', 'polyA_site_04824_-_readcount_3', 'ORF_003108', '-', 'no'],
 ['c_000000000658', 'polyA_site_04825_-_readcount_1', 'ORF_003108', '-', 'no'],
 ['c_000000000658', 'polyA_site_04826_-_readcount_1', 'ORF_003108', '-', 'no'],
 ['c_000000000658', 'polyA_site_04827_-_readcount_6', 'ORF_003111', '-', 'no'],
 ['c_000000000658', 'polyA_site_04828_-_readcount_2', 'ORF_003114', '-', 'no'],
 ['c_000000000658', 'polyA_site_04829_-_readcount_1', 'ORF_003115', '-', 'no'],
 ['c_000000000658', 'polyA_site_04830_-_readcount_4', 'ORF_003120', '-', 'no'],
 ['c_000000000658', 'polyA_site_04831_-_readcount_14', 'ORF_003121', '-', 'no'],
 ['c_000000000658', 'polyA_site_04832_-_readcount_28', 'ORF_003124', '-', 'no'],
 ['c_000000000658', 'polyA_site_04833_-_readcount_1', 'ORF_003124', '-', 'no'],
 ['c_000000000665', 'polyA_site_04835_-_readcount_11', 'ORF_003131', '-', 'no'],
 ['c_000000000665', 'polyA_site_04836_-_readcount_1', 'ORF_003131', '-', 'no'],
 ['c_000000000665', 'polyA_site_04837_-_readcount_1', 'ORF_003133', '-', 'no'],
 ['c_000000000665', 'polyA_site_04838_-_readcount_12', 'ORF_003137', '-', 'no'],
 ['c_000000000665', 'polyA_site_04839_-_readcount_1', 'ORF_003138', '-', 'no'],
 ['c_000000000665', 'polyA_site_04840_-_readcount_1', 'ORF_003138', '-', 'no'],
 ['c_000000000665', 'polyA_site_04841_-_readcount_1', 'ORF_003144', '-', 'no'],
 ['c_000000000665', 'polyA_site_04842_-_readcount_1', 'ORF_003145', '-', 'no'],
 ['c_000000000665', 'polyA_site_04843_-_readcount_1', 'ORF_003149', '-', 'no'],
 ['c_000000000665', 'polyA_site_04844_-_readcount_1', 'ORF_003149', '-', 'no'],
 ['c_000000000665', 'polyA_site_04845_-_readcount_1', 'ORF_003148', '-', 'no'],
 ['c_000000000665', 'polyA_site_04846_-_readcount_7', 'ORF_003148', '-', 'no'],
 ['c_000000000665', 'polyA_site_04847_-_readcount_127', 'ORF_003150', '-', 'no'],
 ['c_000000000665', 'polyA_site_04848_-_readcount_1', 'ORF_003156', '-', 'no'],
 ['c_000000000665', 'polyA_site_04849_-_readcount_3', 'ORF_003165', '-', 'no'],
 ['c_000000000665', 'polyA_site_04851_-_readcount_3', 'ORF_003168', '-', 'no'],
 ['c_000000000665', 'polyA_site_04852_-_readcount_1', 'ORF_003174', '-', 'no'],
 ['c_000000000665', 'polyA_site_04853_-_readcount_1', 'ORF_003174', '-', 'no'],
 ['c_000000000665', 'polyA_site_04854_-_readcount_2', 'FUN_006453', '-', 'no'],
 ['c_000000000665', 'polyA_site_04855_-_readcount_1', 'ORF_003176', '-', 'no'],
 ['c_000000000665', 'polyA_site_04856_-_readcount_33', 'ORF_003178', '-', 'no'],
 ['c_000000000665', 'polyA_site_04857_-_readcount_1', 'ORF_003179', '-', 'no'],
 ['c_000000000665', 'polyA_site_04858_-_readcount_2', 'ORF_003185', '-', 'no'],
 ['c_000000000665', 'polyA_site_04859_-_readcount_10', 'ORF_003187', '-', 'no'],
 ['c_000000000665', 'polyA_site_04860_-_readcount_4', 'ORF_003191', '-', 'no'],
 ['c_000000000665', 'polyA_site_04861_-_readcount_2', 'ORF_003196', '-', 'no'],
 ['c_000000000665', 'polyA_site_04862_-_readcount_1', 'ORF_003197', '-', 'no'],
 ['c_000000000665', 'polyA_site_04863_-_readcount_1', 'ORF_003197', '-', 'no'],
 ['c_000000000665', 'polyA_site_04864_-_readcount_1', 'ORF_003199', '-', 'no'],
 ['c_000000000665', 'polyA_site_04865_-_readcount_1', 'ORF_003200', '-', 'no'],
 ['c_000000000665', 'polyA_site_04867_-_readcount_2', 'ORF_003202', '-', 'no'],
 ['c_000000000665', 'polyA_site_04868_-_readcount_12', 'ORF_003209', '-', 'no'],
 ['c_000000000665', 'polyA_site_04869_-_readcount_1', 'ORF_003210', '-', 'no'],
 ['c_000000000665', 'polyA_site_04870_-_readcount_2', 'ORF_003211', '-', 'no'],
 ['c_000000000665', 'polyA_site_04871_-_readcount_63', 'ORF_003214', '-', 'no'],
 ['c_000000000665', 'polyA_site_04872_-_readcount_4', 'ORF_003218', '-', 'no'],
 ['c_000000000665', 'polyA_site_04873_-_readcount_2', 'FUN_006511', '-', 'no'],
 ['c_000000000665', 'polyA_site_04874_-_readcount_2', 'FUN_006512', '-', 'no'],
 ['c_000000000665', 'polyA_site_04875_-_readcount_6', 'ORF_003224', '-', 'no'],
 ['c_000000000665', 'polyA_site_04876_-_readcount_1', 'ORF_003226', '-', 'no'],
 ['c_000000000665', 'polyA_site_04877_-_readcount_4', 'ORF_003228', '-', 'no'],
 ['c_000000000665', 'polyA_site_04878_-_readcount_4', 'ORF_003232', '-', 'no'],
 ['c_000000000665', 'polyA_site_04879_-_readcount_1', 'ORF_003232', '-', 'no'],
 ['c_000000000665', 'polyA_site_04880_-_readcount_2', 'ORF_003234', '-', 'no'],
 ['c_000000000665', 'polyA_site_04881_-_readcount_1', 'ORF_003234', '-', 'no'],
 ['c_000000000665', 'polyA_site_04882_-_readcount_2', 'ORF_003236', '-', 'no'],
 ['c_000000000665', 'polyA_site_04883_-_readcount_1', 'ORF_003237', '-', 'no'],
 ['c_000000000665', 'polyA_site_04884_-_readcount_33', 'ORF_003237', '-', 'no'],
 ['c_000000000665', 'polyA_site_04885_-_readcount_3', 'ORF_003237', '-', 'no'],
 ['c_000000000665', 'polyA_site_04886_-_readcount_1', 'FUN_006536', '-', 'no'],
 ['c_000000000665', 'polyA_site_04887_-_readcount_1', 'ORF_003239', '-', 'no'],
 ['c_000000000665', 'polyA_site_04889_-_readcount_2', 'ORF_003245', '-', 'no'],
 ['c_000000000665', 'polyA_site_04890_-_readcount_1', 'ORF_003247', '-', 'no'],
 ['c_000000000665', 'polyA_site_04891_-_readcount_6', 'ORF_003247', '-', 'no'],
 ['c_000000000665', 'polyA_site_04892_-_readcount_1', 'ORF_003247', '-', 'no'],
 ['c_000000000665', 'polyA_site_04893_-_readcount_2', 'ORF_003249', '-', 'no'],
 ['c_000000000665', 'polyA_site_04894_-_readcount_13', 'ORF_003253', '-', 'no'],
 ['c_000000000665', 'polyA_site_04895_-_readcount_1', 'ORF_003253', '-', 'no'],
 ['c_000000000665', 'polyA_site_04896_-_readcount_7', 'ORF_003254', '-', 'no'],
 ['c_000000000665', 'polyA_site_04897_-_readcount_2', 'FUN_006561', '-', 'no'],
 ['c_000000000665', 'polyA_site_04898_-_readcount_1', 'ORF_003264', '-', 'no'],
 ['c_000000000665', 'polyA_site_04899_-_readcount_1', 'ORF_003270', '-', 'no'],
 ['c_000000000665', 'polyA_site_04900_-_readcount_8', 'ORF_003273', '-', 'no'],
 ['c_000000000665', 'polyA_site_04902_-_readcount_1', 'ORF_003281', '-', 'no'],
 ['c_000000000665', 'polyA_site_04903_-_readcount_5', 'ORF_003282', '-', 'no'],
 ['c_000000000665', 'polyA_site_04904_-_readcount_97', 'ORF_003284', '-', 'no'],
 ['c_000000000665', 'polyA_site_04905_-_readcount_6', 'ORF_003284', '-', 'no'],
 ['c_000000000665', 'polyA_site_04906_-_readcount_1', 'ORF_003284', '-', 'no'],
 ['c_000000000665', 'polyA_site_04908_-_readcount_21', 'ORF_003287', '-', 'no'],
 ['c_000000000665', 'polyA_site_04909_-_readcount_3', 'ORF_003289', '-', 'no'],
 ['c_000000000665', 'polyA_site_04910_-_readcount_56', 'ORF_003291', '-', 'no'],
 ['c_000000000665', 'polyA_site_04911_-_readcount_2', 'ORF_003293', '-', 'no'],
 ['c_000000000665', 'polyA_site_04912_-_readcount_3', 'ORF_003302', '-', 'no'],
 ['c_000000000665', 'polyA_site_04913_-_readcount_2', 'ORF_003303', '-', 'no'],
 ['c_000000000665', 'polyA_site_04914_-_readcount_2', 'ORF_003305', '-', 'no'],
 ['c_000000000665', 'polyA_site_04915_-_readcount_29', 'ORF_003306', '-', 'no'],
 ['c_000000000665', 'polyA_site_04916_-_readcount_5', 'ORF_003307', '-', 'no'],
 ['c_000000000665', 'polyA_site_04917_-_readcount_1', 'ORF_003310-b', '-', 'no'],
 ['c_000000000665', 'polyA_site_04918_-_readcount_103', 'ORF_003315', '-', 'no'],
 ['c_000000000665', 'polyA_site_04919_-_readcount_1', 'ORF_003315', '-', 'no'],
 ['c_000000000665', 'polyA_site_04920_-_readcount_1', 'ORF_003319', '-', 'no'],
 ['c_000000000665', 'polyA_site_04921_-_readcount_1', 'ORF_003321', '-', 'no'],
 ['c_000000000665', 'polyA_site_04922_-_readcount_19', 'ORF_003321', '-', 'no'],
 ['c_000000000665', 'polyA_site_04923_-_readcount_2', 'ORF_003324', '-', 'no'],
 ['c_000000000665', 'polyA_site_04924_-_readcount_13', 'ORF_003326', '-', 'no'],
 ['c_000000000665', 'polyA_site_04925_-_readcount_2', 'ORF_003327', '-', 'no'],
 ['c_000000000665', 'polyA_site_04926_-_readcount_1', 'ORF_003335', '-', 'no'],
 ['c_000000000665', 'polyA_site_04927_-_readcount_1', 'ORF_003337', '-', 'no'],
 ['c_000000000665', 'polyA_site_04928_-_readcount_1', 'ORF_003337', '-', 'no'],
 ['c_000000000665', 'polyA_site_04929_-_readcount_3', 'FUN_006661', '-', 'no'],
 ['c_000000000665', 'polyA_site_04930_-_readcount_2', 'ORF_003345', '-', 'no'],
 ['c_000000000665', 'polyA_site_04931_-_readcount_14', 'ORF_003345', '-', 'no'],
 ['c_000000000665', 'polyA_site_04932_-_readcount_4', 'ORF_003345', '-', 'no'],
 ['c_000000000665', 'polyA_site_04933_-_readcount_1', 'ORF_003346', '-', 'no'],
 ['c_000000000665', 'polyA_site_04934_-_readcount_21', 'ORF_003350', '-', 'no'],
 ['c_000000000665', 'polyA_site_04935_-_readcount_6', 'ORF_003351', '-', 'no'],
 ['c_000000000665', 'polyA_site_04936_-_readcount_1', 'ORF_003354', '-', 'no'],
 ['c_000000000665', 'polyA_site_04937_-_readcount_26', 'ORF_003354', '-', 'no'],
 ['c_000000000665', 'polyA_site_04938_-_readcount_466', 'ORF_003356', '-', 'no'],
 ['c_000000000665', 'polyA_site_04939_-_readcount_2', 'ORF_003358', '-', 'no'],
 ['c_000000000665', 'polyA_site_04940_-_readcount_48', 'FUN_006681', '-', 'no'],
 ['c_000000000665', 'polyA_site_04941_-_readcount_2', 'FUN_006681', '-', 'no'],
 ['c_000000000665', 'polyA_site_04942_-_readcount_4', 'ORF_003359', '-', 'no'],
 ['c_000000000665', 'polyA_site_04943_-_readcount_1', 'ORF_003360', '-', 'no'],
 ['c_000000000665', 'polyA_site_04944_-_readcount_2', 'ORF_003364', '-', 'no'],
 ['c_000000000665', 'polyA_site_04945_-_readcount_8', 'ORF_003364', '-', 'no'],
 ['c_000000000665', 'polyA_site_04946_-_readcount_33', 'ORF_003366', '-', 'no'],
 ['c_000000000665', 'polyA_site_04947_-_readcount_453', 'ORF_003366', '-', 'no'],
 ['c_000000000665', 'polyA_site_04948_-_readcount_6', 'ORF_003369', '-', 'no'],
 ['c_000000000665', 'polyA_site_04949_-_readcount_1', 'FUN_006696', '-', 'no'],
 ['c_000000000665', 'polyA_site_04950_-_readcount_1', 'FUN_006696', '-', 'no'],
 ['c_000000000665', 'polyA_site_04951_-_readcount_24', 'ORF_003374', '-', 'no'],
 ['c_000000000665', 'polyA_site_04952_-_readcount_3', 'FUN_006703', '-', 'no'],
 ['c_000000000665', 'polyA_site_04953_-_readcount_1', 'ORF_003377', '-', 'no'],
 ['c_000000000665', 'polyA_site_04954_-_readcount_2', 'ORF_003382', '-', 'no'],
 ['c_000000000665', 'polyA_site_04955_-_readcount_5', 'ORF_003386', '-', 'no'],
 ['c_000000000665', 'polyA_site_04956_-_readcount_16', 'ORF_003388', '-', 'no'],
 ['c_000000000665', 'polyA_site_04957_-_readcount_1', 'ORF_003395', '-', 'no'],
 ['c_000000000665', 'polyA_site_04958_-_readcount_9', 'ORF_003396', '-', 'no'],
 ['c_000000000665', 'polyA_site_04959_-_readcount_7', 'ORF_003397', '-', 'no'],
 ['c_000000000665', 'polyA_site_04960_-_readcount_7', 'ORF_003403', '-', 'no'],
 ['c_000000000665', 'polyA_site_04961_-_readcount_125', 'ORF_003408', '-', 'no'],
 ['c_000000000665', 'polyA_site_04962_-_readcount_1', 'ORF_003408', '-', 'no'],
 ['c_000000000665', 'polyA_site_04963_-_readcount_90', 'ORF_003410', '-', 'no'],
 ['c_000000000665', 'polyA_site_04964_-_readcount_135', 'ORF_003412', '-', 'no'],
 ['c_000000000665', 'polyA_site_04965_-_readcount_1', 'ORF_003412', '-', 'no'],
 ['c_000000000665', 'polyA_site_04966_-_readcount_180', 'ORF_003414', '-', 'no'],
