[['c_000000000699', 'polyA_site_00001_+_readcount_1', 'FUN_006903', '+'],
 ['c_000000000027', 'polyA_site_03127_+_readcount_3', 'ORF_006360', '+'],
 ['c_000000000027', 'polyA_site_03128_+_readcount_3', 'ORF_006362', '+'],
 ['c_000000000027', 'polyA_site_03129_+_readcount_1', 'ORF_006364', '+'],
 ['c_000000000027', 'polyA_site_03130_+_readcount_8', 'ORF_006365', '+'],
 ['c_000000000027', 'polyA_site_03131_+_readcount_2', 'FUN_005634', '+'],
 ['c_000000000027', 'polyA_site_03133_+_readcount_29', 'ORF_006366', '+'],
 ['c_000000000027', 'polyA_site_03136_+_readcount_1', 'ORF_006374', '+'],
 ['c_000000000027', 'polyA_site_03137_+_readcount_3', 'ORF_006376', '+'],
 ['c_000000000027', 'polyA_site_03138_+_readcount_1', 'ORF_006377', '+'],
 ['c_000000000027', 'polyA_site_03140_+_readcount_2', 'ORF_006383', '+'],
 ['c_000000000027', 'polyA_site_03143_+_readcount_21', 'ORF_006387', '+'],
 ['c_000000000027', 'polyA_site_03144_+_readcount_1', 'ORF_006391', '+'],
 ['c_000000000027', 'polyA_site_03145_+_readcount_1', 'ORF_006391', '+'],
 ['c_000000000027', 'polyA_site_03146_+_readcount_4', 'ORF_006392', '+'],
 ['c_000000000027', 'polyA_site_03147_+_readcount_63', 'ORF_006392', '+'],
 ['c_000000000027', 'polyA_site_03148_+_readcount_1', 'ORF_006392', '+'],
 ['c_000000000027', 'polyA_site_03150_+_readcount_1', 'ORF_006394', '+'],
 ['c_000000000027', 'polyA_site_03151_+_readcount_14', 'ORF_006394', '+'],
 ['c_000000000027', 'polyA_site_03153_+_readcount_3', 'ORF_006396', '+'],
 ['c_000000000027', 'polyA_site_03154_+_readcount_2', 'ORF_006397', '+'],
 ['c_000000000027', 'polyA_site_03155_+_readcount_2', 'ORF_006401', '+'],
 ['c_000000000027', 'polyA_site_03156_+_readcount_22', 'ORF_006404', '+'],
 ['c_000000000027', 'polyA_site_03157_+_readcount_1', 'ORF_006406', '+'],
 ['c_000000000027', 'polyA_site_03158_+_readcount_1', 'ORF_006406', '+'],
 ['c_000000000027', 'polyA_site_03160_+_readcount_5', 'ORF_006408', '+'],
 ['c_000000000027', 'polyA_site_03161_+_readcount_3', 'FUN_005698', '+'],
 ['c_000000000027', 'polyA_site_03165_+_readcount_1', 'ORF_006415', '+'],
 ['c_000000000023', 'polyA_site_03166_+_readcount_7', 'FUN_005495', '+'],
 ['c_000000000023', 'polyA_site_03167_+_readcount_2', 'FUN_005506', '+'],
 ['c_000000000023', 'polyA_site_03169_+_readcount_1', 'ORF_006434', '+'],
 ['c_000000000023', 'polyA_site_03171_+_readcount_1', 'ORF_006446', '+'],
 ['c_000000000023', 'polyA_site_03172_+_readcount_6', 'ORF_006446', '+'],
 ['c_000000000023', 'polyA_site_03177_+_readcount_1', 'ORF_006452', '+'],
 ['c_000000000023', 'polyA_site_03178_+_readcount_2', 'ORF_006453', '+'],
 ['c_000000000023', 'polyA_site_03180_+_readcount_1', 'ORF_006456', '+'],
 ['c_000000000023', 'polyA_site_03181_+_readcount_1', 'FUN_005537', '+'],
 ['c_000000000023', 'polyA_site_03182_+_readcount_1', 'ORF_006457', '+'],
 ['c_000000000023', 'polyA_site_03183_+_readcount_7', 'ORF_006458', '+'],
 ['c_000000000023', 'polyA_site_03184_+_readcount_3', 'ORF_006459-a', '+'],
 ['c_000000000023', 'polyA_site_03186_+_readcount_18', 'ORF_006463', '+'],
 ['c_000000000659', 'polyA_site_03189_+_readcount_3', 'ORF_006478', '+'],
 ['c_000000000025', 'polyA_site_03192_+_readcount_64', 'ORF_006496', '+'],
 ['c_000000000025', 'polyA_site_03193_+_readcount_10', 'ORF_006497', '+'],
 ['c_000000000025', 'polyA_site_03194_+_readcount_1', 'ORF_006499', '+'],
 ['c_000000000025', 'polyA_site_03195_+_readcount_12', 'ORF_006499', '+'],
 ['c_000000000025', 'polyA_site_03196_+_readcount_1', 'ORF_006499', '+'],
 ['c_000000000025', 'polyA_site_03197_+_readcount_242', 'ORF_006499', '+'],
 ['c_000000000025', 'polyA_site_03198_+_readcount_2', 'ORF_006500', '+'],
 ['c_000000000025', 'polyA_site_03199_+_readcount_137', 'ORF_006505', '+'],
 ['c_000000000025', 'polyA_site_03201_+_readcount_2', 'ORF_006510-b', '+'],
 ['c_000000000025', 'polyA_site_03202_+_readcount_2', 'FUN_005594', '+'],
 ['c_000000000004', 'polyA_site_03204_+_readcount_2', 'ORFr_007002', '+'],
 ['c_000000000004', 'polyA_site_03205_+_readcount_1', 'ORFr_007002-b', '+'],
 ['c_000000000004', 'polyA_site_03208_+_readcount_6', 'ORFr_007005', '+'],
 ['c_000000000004', 'polyA_site_03209_+_readcount_11', 'ORFr_007005', '+'],
 ['c_000000000002', 'polyA_site_03211_+_readcount_23', 'ORF_006529', '+'],
 ['c_000000000002', 'polyA_site_03212_+_readcount_4', 'ORF_006530', '+'],
 ['c_000000000002', 'polyA_site_03213_+_readcount_1', 'ORF_006532', '+'],
 ['c_000000000002', 'polyA_site_03214_+_readcount_1', 'FUN_000505', '+'],
 ['c_000000000002', 'polyA_site_03215_+_readcount_1', 'ORFr_007027', '+'],
 ['c_000000000002', 'polyA_site_03216_+_readcount_6', 'FUN_000511', '+'],
 ['c_000000000002', 'polyA_site_03217_+_readcount_15', 'FUN_000511', '+'],
 ['c_000000000704', 'polyA_site_03218_+_readcount_4', 'ORF_006542-c', '+'],
 ['c_000000000007', 'polyA_site_03219_+_readcount_1', 'ORFn_008380', '+'],
 ['c_000000000699', 'polyA_site_03221_-_readcount_8', 'ORF_000001', '-'],
 ['c_000000000699', 'polyA_site_03222_-_readcount_2', 'ORF_000001', '-'],
 ['c_000000000699', 'polyA_site_03223_-_readcount_3', 'ORF_000004', '-'],
 ['c_000000000699', 'polyA_site_03225_-_readcount_2', 'ORF_000008', '-'],
 ['c_000000000699', 'polyA_site_03226_-_readcount_6', 'ORF_000010', '-'],
 ['c_000000000699', 'polyA_site_03227_-_readcount_3', 'ORF_000013', '-'],
 ['c_000000000699', 'polyA_site_03228_-_readcount_84', 'ORF_000016', '-'],
 ['c_000000000699', 'polyA_site_03230_-_readcount_5', 'ORF_000027', '-'],
 ['c_000000000699', 'polyA_site_03231_-_readcount_2', 'ORF_000030', '-'],
 ['c_000000000699', 'polyA_site_03232_-_readcount_45', 'ORF_000030', '-'],
 ['c_000000000699', 'polyA_site_03233_-_readcount_1', 'ORF_000030', '-'],
 ['c_000000000699', 'polyA_site_03235_-_readcount_1', 'ORF_000034-b', '-'],
 ['c_000000000699', 'polyA_site_03237_-_readcount_4', 'ORF_000035', '-'],
 ['c_000000000699', 'polyA_site_03238_-_readcount_29', 'ORF_000037', '-'],
 ['c_000000000699', 'polyA_site_03239_-_readcount_1', 'ORF_000037', '-'],
 ['c_000000000699', 'polyA_site_03240_-_readcount_145', 'ORF_000039', '-'],
 ['c_000000000699', 'polyA_site_03241_-_readcount_2', 'ORF_000039', '-'],
 ['c_000000000699', 'polyA_site_03242_-_readcount_2', 'ORF_000051', '-'],
 ['c_000000000699', 'polyA_site_03243_-_readcount_13', 'ORF_000053', '-'],
 ['c_000000000699', 'polyA_site_03244_-_readcount_1', 'ORF_000057', '-'],
 ['c_000000000699', 'polyA_site_03245_-_readcount_15', 'ORF_000057', '-'],
 ['c_000000000699', 'polyA_site_03246_-_readcount_44', 'ORF_000060', '-'],
 ['c_000000000699', 'polyA_site_03247_-_readcount_1', 'ORF_000060', '-'],
 ['c_000000000699', 'polyA_site_03248_-_readcount_2', 'ORF_000061', '-'],
 ['c_000000000699', 'polyA_site_03249_-_readcount_1', 'ORF_000061', '-'],
 ['c_000000000699', 'polyA_site_03250_-_readcount_10', 'ORF_000064', '-'],
 ['c_000000000699', 'polyA_site_03251_-_readcount_1', 'ORF_000067', '-'],
 ['c_000000000699', 'polyA_site_03253_-_readcount_13', 'ORF_000070', '-'],
 ['c_000000000699', 'polyA_site_03256_-_readcount_1', 'ORF_000072', '-'],
 ['c_000000000699', 'polyA_site_03257_-_readcount_2', 'ORF_000074', '-'],
 ['c_000000000699', 'polyA_site_03258_-_readcount_4', 'ORF_000075', '-'],
 ['c_000000000699', 'polyA_site_03259_-_readcount_2', 'ORF_000076', '-'],
 ['c_000000000699', 'polyA_site_03262_-_readcount_23', 'ORF_000082', '-'],
 ['c_000000000699', 'polyA_site_03263_-_readcount_16', 'ORF_000083', '-'],
 ['c_000000000699', 'polyA_site_03264_-_readcount_159', 'ORF_000084', '-'],
 ['c_000000000699', 'polyA_site_03266_-_readcount_1', 'ORF_000088', '-'],
 ['c_000000000699', 'polyA_site_03267_-_readcount_14', 'ORF_000089-b', '-'],
 ['c_000000000699', 'polyA_site_03268_-_readcount_14', 'ORF_000091', '-'],
 ['c_000000000699', 'polyA_site_03269_-_readcount_3', 'ORF_000091', '-'],
 ['c_000000000699', 'polyA_site_03272_-_readcount_85', 'ORF_000099', '-'],
 ['c_000000000699', 'polyA_site_03273_-_readcount_1', 'ORF_000099', '-'],
 ['c_000000000699', 'polyA_site_03275_-_readcount_14', 'ORF_000102', '-'],
 ['c_000000000699', 'polyA_site_03276_-_readcount_3', 'ORF_000103', '-'],
 ['c_000000000699', 'polyA_site_03277_-_readcount_1', 'ORF_000109', '-'],
 ['c_000000000699', 'polyA_site_03279_-_readcount_5', 'ORF_000111', '-'],
 ['c_000000000699', 'polyA_site_03283_-_readcount_2', 'ORF_000116', '-'],
 ['c_000000000699', 'polyA_site_03284_-_readcount_4', 'ORF_000119', '-'],
 ['c_000000000699', 'polyA_site_03287_-_readcount_20', 'ORF_000126', '-'],
 ['c_000000000699', 'polyA_site_03288_-_readcount_62', 'ORF_000127', '-'],
 ['c_000000000699', 'polyA_site_03289_-_readcount_2', 'ORF_000129', '-'],
 ['c_000000000699', 'polyA_site_03290_-_readcount_12', 'ORF_000130', '-'],
 ['c_000000000699', 'polyA_site_03293_-_readcount_42', 'ORF_000136', '-'],
 ['c_000000000699', 'polyA_site_03294_-_readcount_1', 'ORF_000136', '-'],
 ['c_000000000699', 'polyA_site_03295_-_readcount_14', 'ORF_000139', '-'],
 ['c_000000000699', 'polyA_site_03296_-_readcount_3', 'ORF_000142', '-'],
 ['c_000000000699', 'polyA_site_03297_-_readcount_3', 'ORF_000143', '-'],
 ['c_000000000699', 'polyA_site_03298_-_readcount_6', 'ORF_000144', '-'],
 ['c_000000000699', 'polyA_site_03299_-_readcount_4', 'ORF_000145', '-'],
 ['c_000000000699', 'polyA_site_03300_-_readcount_11', 'ORF_000146', '-'],
 ['c_000000000699', 'polyA_site_03301_-_readcount_1', 'ORF_000149', '-'],
 ['c_000000000699', 'polyA_site_03302_-_readcount_1', 'ORF_000150', '-'],
 ['c_000000000699', 'polyA_site_03304_-_readcount_4', 'ORF_000160', '-'],
 ['c_000000000699', 'polyA_site_03305_-_readcount_25', 'ORF_000161', '-'],
 ['c_000000000699', 'polyA_site_03306_-_readcount_3', 'ORF_000167', '-'],
 ['c_000000000699', 'polyA_site_03307_-_readcount_74', 'ORF_000167', '-'],
 ['c_000000000699', 'polyA_site_03308_-_readcount_1', 'ORF_000167', '-'],
 ['c_000000000699', 'polyA_site_03310_-_readcount_1', 'ORF_000170', '-'],
 ['c_000000000699', 'polyA_site_03311_-_readcount_2', 'ORF_000171', '-'],
 ['c_000000000699', 'polyA_site_03312_-_readcount_1', 'ORF_000172', '-'],
 ['c_000000000699', 'polyA_site_03314_-_readcount_4', 'ORF_000178', '-'],
 ['c_000000000699', 'polyA_site_03316_-_readcount_9', 'ORF_000180', '-'],
 ['c_000000000699', 'polyA_site_03317_-_readcount_1', 'ORF_000180', '-'],
 ['c_000000000699', 'polyA_site_03319_-_readcount_2', 'ORF_000184-c', '-'],
 ['c_000000000699', 'polyA_site_03320_-_readcount_18', 'ORF_000188', '-'],
 ['c_000000000699', 'polyA_site_03321_-_readcount_3', 'ORF_000188', '-'],
 ['c_000000000699', 'polyA_site_03322_-_readcount_1', 'ORF_000189', '-'],
 ['c_000000000699', 'polyA_site_03323_-_readcount_2', 'ORF_000192', '-'],
 ['c_000000000699', 'polyA_site_03324_-_readcount_1', 'ORF_000195', '-'],
 ['c_000000000699', 'polyA_site_03325_-_readcount_8', 'ORF_000196', '-'],
 ['c_000000000699', 'polyA_site_03326_-_readcount_6', 'ORF_000198', '-'],
 ['c_000000000699', 'polyA_site_03327_-_readcount_1', 'ORF_000199', '-'],
 ['c_000000000699', 'polyA_site_03328_-_readcount_2', 'ORF_000200', '-'],
 ['c_000000000699', 'polyA_site_03329_-_readcount_11', 'ORF_000208', '-'],
 ['c_000000000699', 'polyA_site_03330_-_readcount_1', 'ORF_000208', '-'],
 ['c_000000000699', 'polyA_site_03334_-_readcount_2', 'ORF_000216', '-'],
 ['c_000000000699', 'polyA_site_03335_-_readcount_4', 'ORF_000217', '-'],
 ['c_000000000699', 'polyA_site_03336_-_readcount_1', 'ORF_000217', '-'],
 ['c_000000000699', 'polyA_site_03337_-_readcount_13', 'ORF_000217', '-'],
 ['c_000000000699', 'polyA_site_03338_-_readcount_3', 'ORF_000218', '-'],
 ['c_000000000699', 'polyA_site_03340_-_readcount_3', 'ORF_000219', '-'],
 ['c_000000000699', 'polyA_site_03341_-_readcount_1', 'ORF_000219', '-'],
 ['c_000000000699', 'polyA_site_03342_-_readcount_4', 'ORF_000219', '-'],
 ['c_000000000699', 'polyA_site_03343_-_readcount_1', 'ORF_000219', '-'],
 ['c_000000000699', 'polyA_site_03345_-_readcount_11', 'ORF_000224', '-'],
 ['c_000000000699', 'polyA_site_03346_-_readcount_1', 'ORF_000224', '-'],
 ['c_000000000699', 'polyA_site_03349_-_readcount_24', 'ORF_000232', '-'],
 ['c_000000000699', 'polyA_site_03350_-_readcount_1', 'ORF_000232', '-'],
 ['c_000000000699', 'polyA_site_03351_-_readcount_22', 'ORF_000234', '-'],
 ['c_000000000699', 'polyA_site_03352_-_readcount_2', 'ORF_000234', '-'],
 ['c_000000000699', 'polyA_site_03353_-_readcount_1', 'ORF_000234', '-'],
 ['c_000000000699', 'polyA_site_03354_-_readcount_12', 'ORF_000235-b', '-'],
 ['c_000000000699', 'polyA_site_03357_-_readcount_96', 'ORF_000243', '-'],
 ['c_000000000699', 'polyA_site_03358_-_readcount_55', 'ORF_000246', '-'],
 ['c_000000000699', 'polyA_site_03359_-_readcount_1', 'ORF_000246', '-'],
 ['c_000000000699', 'polyA_site_03360_-_readcount_211', 'ORF_000249', '-'],
 ['c_000000000699', 'polyA_site_03361_-_readcount_1', 'ORF_000252', '-'],
 ['c_000000000699', 'polyA_site_03362_-_readcount_4', 'ORF_000251', '-'],
 ['c_000000000699', 'polyA_site_03364_-_readcount_7', 'ORF_000257', '-'],
 ['c_000000000699', 'polyA_site_03366_-_readcount_16', 'ORF_000258', '-'],
 ['c_000000000699', 'polyA_site_03367_-_readcount_1', 'ORF_000259', '-'],
 ['c_000000000699', 'polyA_site_03368_-_readcount_5', 'ORF_000263', '-'],
 ['c_000000000699', 'polyA_site_03369_-_readcount_13', 'ORF_000274', '-'],
 ['c_000000000699', 'polyA_site_03370_-_readcount_2', 'ORF_000274', '-'],
 ['c_000000000699', 'polyA_site_03371_-_readcount_12', 'ORF_000274', '-'],
 ['c_000000000699', 'polyA_site_03372_-_readcount_1', 'ORF_000274', '-'],
 ['c_000000000699', 'polyA_site_03373_-_readcount_1', 'ORF_000274', '-'],
 ['c_000000000699', 'polyA_site_03374_-_readcount_20', 'ORF_000279', '-'],
 ['c_000000000699', 'polyA_site_03375_-_readcount_2', 'ORF_000280', '-'],
 ['c_000000000699', 'polyA_site_03376_-_readcount_83', 'ORF_000285', '-'],
 ['c_000000000699', 'polyA_site_03377_-_readcount_2', 'ORF_000285', '-'],
 ['c_000000000699', 'polyA_site_03378_-_readcount_2', 'ORF_000285', '-'],
 ['c_000000000699', 'polyA_site_03379_-_readcount_58', 'ORF_000284', '-'],
 ['c_000000000699', 'polyA_site_03380_-_readcount_5', 'ORF_000286', '-'],
 ['c_000000000699', 'polyA_site_03384_-_readcount_6', 'ORF_000290', '-'],
 ['c_000000000699', 'polyA_site_03385_-_readcount_6', 'ORF_000301', '-'],
 ['c_000000000699', 'polyA_site_03386_-_readcount_109', 'ORF_000302', '-'],
 ['c_000000000699', 'polyA_site_03387_-_readcount_4', 'ORF_000303', '-'],
 ['c_000000000699', 'polyA_site_03388_-_readcount_52', 'ORF_000304', '-'],
 ['c_000000000699', 'polyA_site_03389_-_readcount_2', 'ORF_000305', '-'],
 ['c_000000000699', 'polyA_site_03390_-_readcount_6', 'ORF_000307', '-'],
 ['c_000000000699', 'polyA_site_03391_-_readcount_1', 'ORF_000308', '-'],
 ['c_000000000699', 'polyA_site_03393_-_readcount_5', 'ORF_000313', '-'],
 ['c_000000000699', 'polyA_site_03394_-_readcount_14', 'ORF_000315', '-'],
 ['c_000000000699', 'polyA_site_03395_-_readcount_3', 'ORF_000320', '-'],
 ['c_000000000699', 'polyA_site_03396_-_readcount_9', 'ORF_000320', '-'],
 ['c_000000000699', 'polyA_site_03397_-_readcount_2', 'ORF_000320', '-'],
 ['c_000000000699', 'polyA_site_03398_-_readcount_2', 'ORF_000321', '-'],
 ['c_000000000699', 'polyA_site_03400_-_readcount_4', 'ORF_000326', '-'],
 ['c_000000000699', 'polyA_site_03402_-_readcount_17', 'ORF_000329', '-'],
 ['c_000000000699', 'polyA_site_03403_-_readcount_40', 'ORF_000330', '-'],
 ['c_000000000699', 'polyA_site_03404_-_readcount_53', 'ORF_000331', '-'],
 ['c_000000000699', 'polyA_site_03405_-_readcount_2', 'ORF_000333', '-'],
 ['c_000000000699', 'polyA_site_03406_-_readcount_63', 'ORF_000333', '-'],
 ['c_000000000699', 'polyA_site_03407_-_readcount_112', 'ORF_000333', '-'],
 ['c_000000000699', 'polyA_site_03408_-_readcount_5', 'ORF_000333', '-'],
 ['c_000000000699', 'polyA_site_03409_-_readcount_3', 'ORF_000334', '-'],
 ['c_000000000699', 'polyA_site_03410_-_readcount_2', 'ORF_000334', '-'],
 ['c_000000000699', 'polyA_site_03411_-_readcount_6', 'ORF_000336', '-'],
 ['c_000000000699', 'polyA_site_03412_-_readcount_1', 'ORF_000338', '-'],
 ['c_000000000699', 'polyA_site_03413_-_readcount_1', 'ORF_000339', '-'],
 ['c_000000000699', 'polyA_site_03414_-_readcount_2', 'ORF_000340', '-'],
 ['c_000000000699', 'polyA_site_03415_-_readcount_1', 'ORF_000344-b', '-'],
 ['c_000000000699', 'polyA_site_03416_-_readcount_1', 'ORF_000346-b', '-'],
 ['c_000000000699', 'polyA_site_03417_-_readcount_9', 'ORF_000347', '-'],
 ['c_000000000699', 'polyA_site_03419_-_readcount_4', 'ORF_000352', '-'],
 ['c_000000000699', 'polyA_site_03420_-_readcount_1', 'ORF_000352', '-'],
 ['c_000000000699', 'polyA_site_03421_-_readcount_3', 'ORF_000353', '-'],
 ['c_000000000699', 'polyA_site_03422_-_readcount_12', 'ORF_000359', '-'],
 ['c_000000000699', 'polyA_site_03423_-_readcount_133', 'ORF_000361', '-'],
 ['c_000000000699', 'polyA_site_03424_-_readcount_2', 'ORF_000361', '-'],
 ['c_000000000699', 'polyA_site_03425_-_readcount_3', 'ORF_000361', '-'],
 ['c_000000000699', 'polyA_site_03426_-_readcount_68', 'ORF_000363-b', '-'],
 ['c_000000000699', 'polyA_site_03427_-_readcount_1', 'ORF_000363-b', '-'],
 ['c_000000000699', 'polyA_site_03428_-_readcount_9', 'ORF_000365', '-'],
 ['c_000000000699', 'polyA_site_03429_-_readcount_3', 'ORF_000367', '-'],
 ['c_000000000699', 'polyA_site_03432_-_readcount_4', 'ORF_000369-b', '-'],
 ['c_000000000699', 'polyA_site_03433_-_readcount_6', 'ORF_000370', '-'],
 ['c_000000000699', 'polyA_site_03434_-_readcount_4', 'ORF_000371', '-'],
 ['c_000000000699', 'polyA_site_03436_-_readcount_9', 'ORF_000374', '-'],
 ['c_000000000699', 'polyA_site_03437_-_readcount_130', 'ORF_000376', '-'],
 ['c_000000000699', 'polyA_site_03439_-_readcount_4', 'ORF_000382', '-'],
 ['c_000000000699', 'polyA_site_03440_-_readcount_114', 'ORF_000385', '-'],
 ['c_000000000699', 'polyA_site_03441_-_readcount_3', 'ORF_000385', '-'],
 ['c_000000000699', 'polyA_site_03442_-_readcount_36', 'ORF_000389', '-'],
 ['c_000000000699', 'polyA_site_03443_-_readcount_1', 'ORF_000389', '-'],
 ['c_000000000699', 'polyA_site_03444_-_readcount_42', 'ORF_000390', '-'],
 ['c_000000000699', 'polyA_site_03445_-_readcount_4', 'ORF_000392', '-'],
 ['c_000000000699', 'polyA_site_03446_-_readcount_7', 'ORF_000392', '-'],
 ['c_000000000699', 'polyA_site_03447_-_readcount_3', 'ORF_000393', '-'],
 ['c_000000000699', 'polyA_site_03448_-_readcount_8', 'ORF_000397', '-'],
 ['c_000000000699', 'polyA_site_03449_-_readcount_8', 'ORF_000398', '-'],
 ['c_000000000699', 'polyA_site_03450_-_readcount_22', 'ORF_000398', '-'],
 ['c_000000000699', 'polyA_site_03451_-_readcount_2', 'ORF_000398', '-'],
 ['c_000000000699', 'polyA_site_03452_-_readcount_1', 'ORF_000400', '-'],
 ['c_000000000699', 'polyA_site_03453_-_readcount_2', 'ORF_000409', '-'],
 ['c_000000000699', 'polyA_site_03454_-_readcount_6', 'ORF_000411', '-'],
 ['c_000000000699', 'polyA_site_03455_-_readcount_3', 'ORF_000413', '-'],
 ['c_000000000699', 'polyA_site_03456_-_readcount_2', 'ORF_000414', '-'],
 ['c_000000000699', 'polyA_site_03457_-_readcount_81', 'ORF_000414', '-'],
 ['c_000000000699', 'polyA_site_03458_-_readcount_1', 'ORF_000415', '-'],
 ['c_000000000699', 'polyA_site_03459_-_readcount_1', 'ORF_000417', '-'],
 ['c_000000000699', 'polyA_site_03461_-_readcount_6', 'ORF_000421', '-'],
 ['c_000000000699', 'polyA_site_03462_-_readcount_19', 'ORF_000425', '-'],
 ['c_000000000699', 'polyA_site_03463_-_readcount_3', 'ORF_000427-b', '-'],
 ['c_000000000699', 'polyA_site_03464_-_readcount_8', 'ORF_000427-b', '-'],
 ['c_000000000699', 'polyA_site_03465_-_readcount_3', 'ORF_000428', '-'],
 ['c_000000000699', 'polyA_site_03467_-_readcount_2', 'ORF_000433', '-'],
 ['c_000000000699', 'polyA_site_03468_-_readcount_6', 'ORF_000434', '-'],
 ['c_000000000699', 'polyA_site_03469_-_readcount_51', 'ORF_000436', '-'],
 ['c_000000000699', 'polyA_site_03471_-_readcount_1', 'ORF_000439', '-'],
 ['c_000000000699', 'polyA_site_03472_-_readcount_74', 'ORF_000439', '-'],
 ['c_000000000699', 'polyA_site_03473_-_readcount_1', 'ORF_000439', '-'],
 ['c_000000000699', 'polyA_site_03474_-_readcount_1', 'ORF_000439', '-'],
 ['c_000000000699', 'polyA_site_03475_-_readcount_1', 'ORF_000439', '-'],
 ['c_000000000699', 'polyA_site_03476_-_readcount_2', 'ORF_000442', '-'],
 ['c_000000000699', 'polyA_site_03477_-_readcount_7', 'ORF_000445', '-'],
 ['c_000000000699', 'polyA_site_03478_-_readcount_1', 'ORF_000449', '-'],
 ['c_000000000699', 'polyA_site_03479_-_readcount_1', 'ORF_000450', '-'],
 ['c_000000000699', 'polyA_site_03481_-_readcount_1', 'ORF_000452-b', '-'],
 ['c_000000000699', 'polyA_site_03482_-_readcount_2', 'ORF_000453', '-'],
 ['c_000000000699', 'polyA_site_03483_-_readcount_137', 'ORF_000457-b', '-'],
 ['c_000000000699', 'polyA_site_03484_-_readcount_3', 'ORF_000457-b', '-'],
 ['c_000000000699', 'polyA_site_03485_-_readcount_13', 'ORF_000459', '-'],
 ['c_000000000699', 'polyA_site_03486_-_readcount_3', 'ORF_000459', '-'],
 ['c_000000000699', 'polyA_site_03489_-_readcount_1', 'ORF_000458', '-'],
 ['c_000000000699', 'polyA_site_03490_-_readcount_4', 'ORF_000464', '-'],
 ['c_000000000699', 'polyA_site_03491_-_readcount_1', 'ORF_000467', '-'],
 ['c_000000000699', 'polyA_site_03493_-_readcount_1', 'ORF_000470', '-'],
 ['c_000000000699', 'polyA_site_03494_-_readcount_1', 'ORF_000470', '-'],
 ['c_000000000699', 'polyA_site_03495_-_readcount_14', 'ORF_000471', '-'],
 ['c_000000000699', 'polyA_site_03496_-_readcount_2', 'ORF_000471', '-'],
 ['c_000000000699', 'polyA_site_03497_-_readcount_2', 'ORF_000473', '-'],
 ['c_000000000699', 'polyA_site_03498_-_readcount_1', 'ORF_000476', '-'],
 ['c_000000000699', 'polyA_site_03499_-_readcount_5', 'ORF_000476', '-'],
 ['c_000000000699', 'polyA_site_03500_-_readcount_3', 'ORF_000478', '-'],
 ['c_000000000699', 'polyA_site_03501_-_readcount_3', 'ORF_000481', '-'],
 ['c_000000000699', 'polyA_site_03502_-_readcount_2', 'ORF_000482', '-'],
 ['c_000000000699', 'polyA_site_03503_-_readcount_2', 'ORF_000482', '-'],
 ['c_000000000699', 'polyA_site_03504_-_readcount_66', 'ORF_000484', '-'],
 ['c_000000000699', 'polyA_site_03505_-_readcount_2', 'ORF_000488', '-'],
 ['c_000000000699', 'polyA_site_03506_-_readcount_2', 'ORF_000490', '-'],
 ['c_000000000699', 'polyA_site_03507_-_readcount_72', 'ORF_000492', '-'],
 ['c_000000000699', 'polyA_site_03512_-_readcount_3', 'ORF_000496', '-'],
 ['c_000000000699', 'polyA_site_03513_-_readcount_7', 'ORF_000497', '-'],
 ['c_000000000699', 'polyA_site_03519_-_readcount_1', 'ORF_000503', '-'],
 ['c_000000000699', 'polyA_site_03522_-_readcount_36', 'ORF_000515', '-'],
 ['c_000000000699', 'polyA_site_03523_-_readcount_2', 'ORF_000516', '-'],
 ['c_000000000699', 'polyA_site_03524_-_readcount_19', 'ORF_000518', '-'],
 ['c_000000000699', 'polyA_site_03525_-_readcount_3', 'ORF_000522', '-'],
 ['c_000000000699', 'polyA_site_03526_-_readcount_2', 'ORF_000522', '-'],
 ['c_000000000012', 'polyA_site_03528_-_readcount_1', 'ORF_000523', '-'],
 ['c_000000000012', 'polyA_site_03529_-_readcount_2', 'ORF_000523', '-'],
 ['c_000000000012', 'polyA_site_03530_-_readcount_5', 'ORF_000524', '-'],
 ['c_000000000012', 'polyA_site_03531_-_readcount_2', 'ORF_000524', '-'],
 ['c_000000000012', 'polyA_site_03532_-_readcount_21', 'ORF_000529-b', '-'],
 ['c_000000000012', 'polyA_site_03534_-_readcount_2', 'ORF_000534', '-'],
 ['c_000000000012', 'polyA_site_03536_-_readcount_22', 'ORF_000545', '-'],
 ['c_000000000012', 'polyA_site_03537_-_readcount_1', 'ORF_000545', '-'],
 ['c_000000000012', 'polyA_site_03540_-_readcount_9', 'ORF_000551', '-'],
 ['c_000000000012', 'polyA_site_03541_-_readcount_1', 'ORF_000553', '-'],
 ['c_000000000012', 'polyA_site_03543_-_readcount_6', 'ORF_000555', '-'],
 ['c_000000000012', 'polyA_site_03544_-_readcount_1', 'ORF_000556', '-'],
 ['c_000000000012', 'polyA_site_03546_-_readcount_4', 'ORF_000560', '-'],
 ['c_000000000012', 'polyA_site_03548_-_readcount_1', 'ORF_000562', '-'],
 ['c_000000000012', 'polyA_site_03549_-_readcount_80', 'ORF_000565', '-'],
 ['c_000000000012', 'polyA_site_03550_-_readcount_19', 'ORF_000565', '-'],
 ['c_000000000012', 'polyA_site_03551_-_readcount_17', 'ORF_000565', '-'],
 ['c_000000000012', 'polyA_site_03552_-_readcount_1', 'ORF_000565', '-'],
 ['c_000000000012', 'polyA_site_03553_-_readcount_1', 'ORF_000565', '-'],
