[['c_000000000699', 'polyA_site_00001_+_readcount_1', 'FUN_006903', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01579_+_readcount_9', 'ORF_003172', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01580_+_readcount_2', 'ORF_003173', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01581_+_readcount_1', 'ORF_003173', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01582_+_readcount_2', 'ORF_003175', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01583_+_readcount_1', 'ORF_003177', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01585_+_readcount_13', 'ORF_003184', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01586_+_readcount_2', 'ORF_003184', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01587_+_readcount_1', 'ORF_003184', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01588_+_readcount_6', 'ORF_003190', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01589_+_readcount_1', 'ORF_003192', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01590_+_readcount_1', 'ORF_003193', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01591_+_readcount_9', 'ORF_003195', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01593_+_readcount_2', 'ORF_003201', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01594_+_readcount_23', 'ORF_003201', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01598_+_readcount_2', 'ORF_003205', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01599_+_readcount_64', 'ORF_003205', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01600_+_readcount_1', 'ORF_003205', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01601_+_readcount_1', 'ORF_003213-z', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01602_+_readcount_7', 'FUN_006504', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01603_+_readcount_3', 'FUN_006504', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01604_+_readcount_1', 'FUN_006504', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01606_+_readcount_13', 'ORF_003221', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01607_+_readcount_1', 'ORF_003221', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01608_+_readcount_9', 'ORF_003223', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01609_+_readcount_1', 'ORF_003223', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01610_+_readcount_5', 'ORF_003223', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01612_+_readcount_1', 'ORF_003229', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01614_+_readcount_68', 'ORF_003231', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01615_+_readcount_7', 'ORF_003235', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01616_+_readcount_1', 'ORF_003235', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01617_+_readcount_1', 'ORF_003241', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01618_+_readcount_1', 'ORF_003246', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01619_+_readcount_7', 'ORF_003250', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01621_+_readcount_8', 'ORF_003252', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01622_+_readcount_1', 'ORF_003255', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01623_+_readcount_2', 'ORF_003256', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01624_+_readcount_58', 'ORF_003257', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01625_+_readcount_5', 'ORF_003260', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01627_+_readcount_2', 'ORF_003266', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01629_+_readcount_2', 'ORF_003271', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01630_+_readcount_1', 'ORF_003272', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01631_+_readcount_1', 'ORF_003275', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01632_+_readcount_2', 'ORF_003276', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01633_+_readcount_1', 'FUN_006590', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01635_+_readcount_8', 'ORF_003288', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01636_+_readcount_3', 'ORF_003288', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01637_+_readcount_6', 'ORF_003290', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01638_+_readcount_2', 'FUN_006609', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01639_+_readcount_2', 'ORF_003292', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01640_+_readcount_10', 'ORF_003292', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01641_+_readcount_4', 'ORF_003292', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01642_+_readcount_2', 'ORF_003294', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01643_+_readcount_10', 'ORF_003296-b', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01645_+_readcount_1', 'ORF_003299', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01646_+_readcount_3', 'ORF_003300', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01647_+_readcount_10', 'ORF_003301', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01648_+_readcount_72', 'ORF_003302-b', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01649_+_readcount_1', 'ORF_003302-b', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01650_+_readcount_2', 'ORF_003304', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01651_+_readcount_1', 'ORF_003308', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01652_+_readcount_3', 'ORF_003309', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01653_+_readcount_238', 'ORF_003309', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01654_+_readcount_28', 'ORF_003310', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01655_+_readcount_1', 'ORF_003311', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01656_+_readcount_1', 'ORF_003312', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01657_+_readcount_22', 'ORF_003317', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01658_+_readcount_3', 'ORF_003318', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01659_+_readcount_7', 'ORF_003325', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01660_+_readcount_3', 'ORF_003328', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01661_+_readcount_5', 'ORF_003329', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01662_+_readcount_2', 'ORF_003331', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01663_+_readcount_1', 'ORF_003332', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01664_+_readcount_1', 'ORF_003336', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01665_+_readcount_5', 'ORF_003338', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01666_+_readcount_2', 'ORF_003339', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01667_+_readcount_137', 'ORF_003342', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01668_+_readcount_5', 'ORF_003344', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01669_+_readcount_3', 'ORF_003349', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01671_+_readcount_13', 'ORF_003352', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01672_+_readcount_1', 'ORF_003353', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01674_+_readcount_4', 'ORF_003361', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01675_+_readcount_10', 'ORF_003362', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01677_+_readcount_1', 'ORF_003365', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01678_+_readcount_39', 'ORF_003368', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01679_+_readcount_1', 'ORF_003370', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01680_+_readcount_118', 'ORF_003370', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01681_+_readcount_5', 'ORF_003372', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01682_+_readcount_3', 'ORF_003375', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01683_+_readcount_3', 'ORF_003376', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01684_+_readcount_16', 'ORF_003378', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01687_+_readcount_1', 'ORF_003381', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01688_+_readcount_3', 'ORF_003383', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01689_+_readcount_7', 'ORF_003384', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01690_+_readcount_4', 'ORF_003389', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01691_+_readcount_2', 'ORF_003390', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01692_+_readcount_6', 'ORF_003393', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01693_+_readcount_1', 'ORF_003394', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01694_+_readcount_15', 'ORF_003398', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01697_+_readcount_42', 'ORF_003404', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01698_+_readcount_11', 'ORF_003405', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01699_+_readcount_5', 'ORF_003406', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01700_+_readcount_5', 'ORF_003407', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01701_+_readcount_3', 'FUN_006736', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01702_+_readcount_2', 'ORF_003409', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01703_+_readcount_163', 'ORF_003409', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01704_+_readcount_1', 'ORF_003409', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01705_+_readcount_1', 'ORF_003411', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01706_+_readcount_2', 'ORF_003411', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01707_+_readcount_1', 'ORF_003413', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01708_+_readcount_32', 'ORF_003413', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01709_+_readcount_1', 'ORF_003417', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01710_+_readcount_11', 'ORF_003417', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01711_+_readcount_31', 'ORF_003425', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01712_+_readcount_6', 'ORF_003425', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01714_+_readcount_1', 'ORF_003430', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01715_+_readcount_6', 'ORF_003438', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01716_+_readcount_2', 'ORF_003438', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01718_+_readcount_13', 'ORF_003449', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01719_+_readcount_1', 'ORF_003451', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01720_+_readcount_1', 'ORF_003451', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01721_+_readcount_10', 'ORF_003452', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01722_+_readcount_7', 'ORF_003453', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01723_+_readcount_1', 'ORF_003456', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01724_+_readcount_7', 'ORF_003458', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01725_+_readcount_11', 'ORF_003458', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01726_+_readcount_1', 'ORF_003459', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01727_+_readcount_17', 'ORF_003459', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01728_+_readcount_3', 'ORF_003460', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01729_+_readcount_1', 'ORF_003463', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01730_+_readcount_4', 'ORF_003468', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01731_+_readcount_1', 'ORF_003468', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01732_+_readcount_2', 'ORF_003470', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01733_+_readcount_2', 'ORF_003471', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01734_+_readcount_31', 'FUN_006823', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01736_+_readcount_1', 'ORF_003482', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01737_+_readcount_37', 'ORF_003482', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01738_+_readcount_2', 'ORF_003482', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01739_+_readcount_7', 'ORF_003483', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01740_+_readcount_41', 'ORF_003484', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01741_+_readcount_63', 'ORF_003485', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01742_+_readcount_1', 'ORF_003485', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01743_+_readcount_6', 'ORF_003491', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01744_+_readcount_1', 'ORF_003492', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01745_+_readcount_2', 'ORF_003494', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01746_+_readcount_3', 'ORF_003496', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01747_+_readcount_1', 'ORF_003495', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01748_+_readcount_4', 'ORF_003497', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01749_+_readcount_1', 'ORF_003498', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01750_+_readcount_9', 'ORF_003501', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01751_+_readcount_4', 'ORF_003504', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01752_+_readcount_1', 'ORF_003504', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01753_+_readcount_2', 'ORF_003505', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01755_+_readcount_1', 'ORF_003506-b', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01756_+_readcount_1', 'ORF_003509', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01757_+_readcount_3', 'ORF_003511', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01758_+_readcount_4', 'ORF_003511', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01760_+_readcount_8', 'ORF_003513', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01761_+_readcount_57', 'ORF_003514', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01763_+_readcount_12', 'ORF_003517', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01764_+_readcount_1', 'ORF_003518', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01765_+_readcount_73', 'ORF_003518', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01766_+_readcount_13', 'ORF_003521', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01767_+_readcount_4', 'ORF_003522', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01769_+_readcount_5', 'ORF_003527', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01770_+_readcount_9', 'ORF_003528', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01771_+_readcount_1', 'ORF_003532', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01772_+_readcount_3', 'ORF_003533', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01773_+_readcount_31', 'ORF_003533', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01774_+_readcount_1', 'ORF_003533', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01775_+_readcount_1', 'ORF_003537', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01776_+_readcount_25', 'ORF_003537', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01777_+_readcount_14', 'ORF_003538', '+', 'yes'],
 ['c_000000000665', 'polyA_site_01778_+_readcount_1', 'ORF_003538', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01779_+_readcount_17', 'ORF_003549', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01780_+_readcount_40', 'ORF_003551', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01781_+_readcount_47', 'FUN_004070', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01782_+_readcount_1', 'ORF_003552', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01783_+_readcount_2', 'ORF_003555', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01784_+_readcount_1', 'ORF_003566', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01785_+_readcount_1', 'ORF_003568', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01786_+_readcount_10', 'ORF_003569', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01787_+_readcount_2', 'ORF_003572', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01788_+_readcount_1', 'ORF_003574', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01789_+_readcount_1', 'ORF_003576', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01790_+_readcount_4', 'ORF_003576', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01791_+_readcount_1', 'FUN_004104', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01792_+_readcount_20', 'ORF_003578', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01793_+_readcount_6', 'ORF_003580', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01794_+_readcount_7', 'ORF_003584', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01796_+_readcount_3', 'ORF_003594', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01797_+_readcount_9', 'ORF_003596', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01798_+_readcount_16', 'ORF_003600', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01800_+_readcount_1', 'FUN_004138', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01801_+_readcount_1', 'FUN_004141', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01802_+_readcount_9', 'ORF_003611', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01803_+_readcount_3', 'ORF_003612', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01804_+_readcount_5', 'ORF_003613', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01805_+_readcount_11', 'ORF_003615', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01806_+_readcount_4', 'ORF_003616', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01807_+_readcount_1', 'ORF_003618', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01808_+_readcount_4', 'ORF_003619', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01810_+_readcount_1', 'ORF_003627', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01811_+_readcount_3', 'ORF_003629', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01814_+_readcount_5', 'ORF_003633', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01816_+_readcount_17', 'ORF_003637', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01817_+_readcount_10', 'ORF_003638', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01818_+_readcount_1', 'ORF_003638', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01819_+_readcount_1', 'ORF_003643', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01820_+_readcount_2', 'ORF_003659', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01821_+_readcount_2', 'ORF_003658', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01822_+_readcount_1', 'ORF_003660', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01823_+_readcount_22', 'ORF_003660', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01824_+_readcount_1', 'ORF_003660', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01826_+_readcount_1', 'ORF_003666', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01827_+_readcount_3', 'ORF_003667', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01829_+_readcount_1', 'ORF_003678', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01830_+_readcount_5', 'ORF_003682', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01831_+_readcount_2', 'ORF_003683', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01833_+_readcount_24', 'ORF_003687', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01834_+_readcount_115', 'ORF_003687', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01835_+_readcount_1', 'ORF_003687', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01838_+_readcount_79', 'ORF_003689', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01840_+_readcount_2', 'ORF_003692', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01841_+_readcount_57', 'ORF_003693', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01843_+_readcount_4', 'ORF_003697', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01844_+_readcount_1', 'ORF_003698', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01845_+_readcount_7', 'ORF_003698', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01846_+_readcount_2', 'ORF_003699', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01847_+_readcount_2', 'ORF_003703', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01848_+_readcount_6', 'ORF_003704', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01849_+_readcount_2', 'ORF_003710', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01850_+_readcount_1', 'ORF_003711', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01851_+_readcount_4', 'ORF_003716', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01852_+_readcount_2', 'ORF_003717-b', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01853_+_readcount_5', 'ORF_003717-b', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01854_+_readcount_25', 'ORF_003727', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01855_+_readcount_1', 'ORF_003727', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01856_+_readcount_2', 'ORF_003728', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01857_+_readcount_12', 'ORF_003729', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01858_+_readcount_1', 'ORF_003731', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01859_+_readcount_2', 'ORF_003732', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01860_+_readcount_15', 'ORF_003734', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01864_+_readcount_1', 'ORF_003743', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01865_+_readcount_55', 'ORF_003743', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01866_+_readcount_1', 'ORF_003749', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01868_+_readcount_1', 'ORF_003751-b', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01869_+_readcount_13', 'ORF_003752', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01872_+_readcount_1', 'ORF_003757', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01874_+_readcount_4', 'ORF_003761', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01876_+_readcount_3', 'ORF_003767', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01877_+_readcount_336', 'ORF_003767', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01878_+_readcount_9', 'ORF_003769', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01879_+_readcount_1', 'ORF_003769', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01880_+_readcount_4', 'FUN_004336', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01882_+_readcount_2', 'ORF_003783', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01884_+_readcount_23', 'ORF_003789', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01885_+_readcount_25', 'ORF_003790', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01889_+_readcount_5', 'ORF_003801', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01891_+_readcount_5', 'ORF_003812', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01895_+_readcount_24', 'ORF_003822', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01896_+_readcount_1', 'ORF_003827', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01897_+_readcount_4', 'ORF_003830', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01898_+_readcount_1', 'ORF_003830', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01899_+_readcount_824', 'ORF_003834', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01900_+_readcount_16', 'ORF_003834', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01901_+_readcount_1', 'ORF_003834', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01902_+_readcount_2', 'ORF_003843', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01903_+_readcount_14', 'ORF_003843', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01904_+_readcount_1', 'ORF_003846', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01906_+_readcount_1', 'ORF_003851', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01907_+_readcount_10', 'ORF_003854', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01908_+_readcount_1', 'ORF_003854', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01909_+_readcount_4', 'FUN_004432', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01910_+_readcount_2', 'ORF_003855', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01911_+_readcount_33', 'ORF_003857', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01912_+_readcount_67', 'ORF_003863', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01913_+_readcount_1', 'ORF_003864', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01915_+_readcount_1', 'ORF_003868', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01916_+_readcount_2', 'ORF_003868-b', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01918_+_readcount_2', 'ORF_003875', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01919_+_readcount_29', 'ORF_003876', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01920_+_readcount_4', 'ORF_003881', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01921_+_readcount_11', 'ORF_003883', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01922_+_readcount_1', 'ORF_003883', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01923_+_readcount_7', 'ORF_003885', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01924_+_readcount_1', 'ORF_003886', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01925_+_readcount_26', 'ORF_003886', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01926_+_readcount_1', 'ORF_003886', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01927_+_readcount_1', 'ORF_003887', '+', 'yes'],
 ['c_000000000016', 'polyA_site_01931_+_readcount_1', 'ORF_003896', '+', 'yes'],
